# Data taken from Menang et al. (2013), which has been normalised to Thuillier. Smoothed to 0.0003 microns. Gaussian.
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
       1.4513606   9.1751310e+25
       1.4513638   9.1697243e+25
       1.4513670   9.1641506e+25
       1.4513701   9.1583897e+25
       1.4513733   9.1524517e+25
       1.4513765   9.1463264e+25
       1.4513797   9.1400195e+25
       1.4513828   9.1335309e+25
       1.4513860   9.1268467e+25
       1.4513892   9.1199743e+25
       1.4513924   9.1129120e+25
       1.4513955   9.1056495e+25
       1.4513987   9.0982007e+25
       1.4514019   9.0905481e+25
       1.4514051   9.0827147e+25
       1.4514082   9.0746811e+25
       1.4514114   9.0664631e+25
       1.4514146   9.0580588e+25
       1.4514177   9.0494607e+25
       1.4514209   9.0406801e+25
       1.4514241   9.0317251e+25
       1.4514273   9.0225866e+25
       1.4514304   9.0132802e+25
       1.4514336   9.0038014e+25
       1.4514368   8.9941639e+25
       1.4514400   8.9843696e+25
       1.4514431   8.9744194e+25
       1.4514463   8.9643373e+25
       1.4514495   8.9541123e+25
       1.4514527   8.9437489e+25
       1.4514558   8.9332758e+25
       1.4514590   8.9226956e+25
       1.4514622   8.9120113e+25
       1.4514654   8.9012375e+25
       1.4514685   8.8903769e+25
       1.4514717   8.8794454e+25
       1.4514749   8.8684594e+25
       1.4514781   8.8574191e+25
       1.4514812   8.8463510e+25
       1.4514844   8.8352590e+25
       1.4514876   8.8241605e+25
       1.4514908   8.8130620e+25
       1.4514939   8.8019885e+25
       1.4514971   8.7909444e+25
       1.4515003   8.7799492e+25
       1.4515034   8.7690177e+25
       1.4515066   8.7581590e+25
       1.4515098   8.7473981e+25
       1.4515130   8.7367423e+25
       1.4515161   8.7262092e+25
       1.4515193   8.7158191e+25
       1.4515225   8.7055765e+25
       1.4515257   8.6955148e+25
       1.4515288   8.6856282e+25
       1.4515320   8.6759409e+25
       1.4515352   8.6664777e+25
       1.4515384   8.6572553e+25
       1.4515415   8.6482680e+25
       1.4515447   8.6395575e+25
       1.4515479   8.6311181e+25
       1.4515511   8.6229702e+25
       1.4515542   8.6151349e+25
       1.4515574   8.6076151e+25
       1.4515606   8.6004338e+25
       1.4515638   8.5935965e+25
       1.4515669   8.5871254e+25
       1.4515701   8.5810278e+25
       1.4515733   8.5753010e+25
       1.4515765   8.5699764e+25
       1.4515796   8.5650612e+25
       1.4515828   8.5605556e+25
       1.4515860   8.5564752e+25
       1.4515892   8.5528292e+25
       1.4515923   8.5496176e+25
       1.4515955   8.5468644e+25
       1.4515987   8.5445540e+25
       1.4516019   8.5426973e+25
       1.4516050   8.5413175e+25
       1.4516082   8.5403896e+25
       1.4516114   8.5399414e+25
       1.4516146   8.5399617e+25
       1.4516177   8.5404413e+25
       1.4516209   8.5414061e+25
       1.4516241   8.5428440e+25
       1.4516273   8.5447403e+25
       1.4516304   8.5471153e+25
       1.4516336   8.5499570e+25
       1.4516368   8.5532461e+25
       1.4516400   8.5570074e+25
       1.4516431   8.5612132e+25
       1.4516463   8.5658581e+25
       1.4516495   8.5709504e+25
       1.4516527   8.5764586e+25
       1.4516558   8.5824095e+25
       1.4516590   8.5887635e+25
       1.4516622   8.5955122e+25
       1.4516654   8.6026631e+25
       1.4516685   8.6101838e+25
       1.4516717   8.6180799e+25
       1.4516749   8.6263256e+25
       1.4516781   8.6349172e+25
       1.4516812   8.6438371e+25
       1.4516844   8.6530753e+25
       1.4516876   8.6626085e+25
       1.4516908   8.6724407e+25
       1.4516939   8.6825356e+25
       1.4516971   8.6928907e+25
       1.4517003   8.7034893e+25
       1.4517035   8.7143129e+25
       1.4517066   8.7253348e+25
       1.4517098   8.7365689e+25
       1.4517130   8.7479708e+25
       1.4517162   8.7595379e+25
       1.4517193   8.7712460e+25
       1.4517225   8.7830879e+25
       1.4517257   8.7950386e+25
       1.4517289   8.8070936e+25
       1.4517320   8.8192242e+25
       1.4517352   8.8314267e+25
       1.4517384   8.8436772e+25
       1.4517416   8.8559590e+25
       1.4517447   8.8682676e+25
       1.4517479   8.8805762e+25
       1.4517511   8.8928820e+25
       1.4517543   8.9051592e+25
       1.4517574   8.9174051e+25
       1.4517606   8.9296012e+25
       1.4517638   8.9417318e+25
       1.4517670   8.9537950e+25
       1.4517701   8.9657697e+25
       1.4517733   8.9776466e+25
       1.4517765   8.9894147e+25
       1.4517797   9.0010676e+25
       1.4517828   9.0125829e+25
       1.4517860   9.0239710e+25
       1.4517892   9.0352088e+25
       1.4517924   9.0462870e+25
