# Data taken from Menang et al. (2013), which has been normalised to Thuillier. Smoothed to 0.0003 microns. Square.
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
       1.4509672   9.4491104e+25
       1.4509704   9.4451674e+25
       1.4509735   9.4404736e+25
       1.4509767   9.4352301e+25
       1.4509799   9.4296989e+25
       1.4509831   9.4241363e+25
       1.4509862   9.4187600e+25
       1.4509894   9.4137489e+25
       1.4509926   9.4092424e+25
       1.4509957   9.4053363e+25
       1.4509989   9.4020859e+25
       1.4510021   9.3995080e+25
       1.4510053   9.3975785e+25
       1.4510084   9.3962439e+25
       1.4510116   9.3954248e+25
       1.4510148   9.3950190e+25
       1.4510180   9.3949028e+25
       1.4510211   9.3949323e+25
       1.4510243   9.3949157e+25
       1.4510275   9.3948650e+25
       1.4510306   9.3947709e+25
       1.4510338   9.3945495e+25
       1.4510370   9.3941990e+25
       1.4510402   9.3937480e+25
       1.4510433   9.3932490e+25
       1.4510465   9.3927574e+25
       1.4510497   9.3923055e+25
       1.4510528   9.3919227e+25
       1.4510560   9.3916229e+25
       1.4510592   9.3914044e+25
       1.4510624   9.3912614e+25
       1.4510655   9.3911756e+25
       1.4510687   9.3911258e+25
       1.4510719   9.3910760e+25
       1.4510751   9.3910243e+25
       1.4510782   9.3909755e+25
       1.4510814   9.3909109e+25
       1.4510846   9.3908058e+25
       1.4510877   9.3906665e+25
       1.4510909   9.3904479e+25
       1.4510941   9.3900817e+25
       1.4510973   9.3894840e+25
       1.4511004   9.3885488e+25
       1.4511036   9.3871432e+25
       1.4511068   9.3851325e+25
       1.4511099   9.3824208e+25
       1.4511131   9.3789629e+25
       1.4511163   9.3747691e+25
       1.4511195   9.3699093e+25
       1.4511226   9.3645136e+25
       1.4511258   9.3588062e+25
       1.4511290   9.3530028e+25
       1.4511322   9.3472825e+25
       1.4511353   9.3417992e+25
       1.4511385   9.3366821e+25
       1.4511417   9.3320363e+25
       1.4511448   9.3279429e+25
       1.4511480   9.3244593e+25
       1.4511512   9.3216397e+25
       1.4511544   9.3194750e+25
       1.4511575   9.3179134e+25
       1.4511607   9.3168611e+25
       1.4511639   9.3161887e+25
       1.4511671   9.3157321e+25
       1.4511702   9.3153060e+25
       1.4511734   9.3147729e+25
       1.4511766   9.3140369e+25
       1.4511797   9.3130620e+25
       1.4511829   9.3118583e+25
       1.4511861   9.3104988e+25
       1.4511893   9.3091291e+25
       1.4511924   9.3078517e+25
       1.4511956   9.3067153e+25
       1.4511988   9.3057026e+25
       1.4512020   9.3047452e+25
       1.4512051   9.3037095e+25
       1.4512083   9.3024043e+25
       1.4512115   9.3006196e+25
       1.4512146   9.2982188e+25
       1.4512178   9.2951308e+25
       1.4512210   9.2913769e+25
       1.4512242   9.2870594e+25
       1.4512273   9.2823629e+25
       1.4512305   9.2775575e+25
       1.4512337   9.2729357e+25
       1.4512369   9.2687114e+25
       1.4512400   9.2650193e+25
       1.4512432   9.2619728e+25
       1.4512464   9.2596798e+25
       1.4512496   9.2580658e+25
       1.4512527   9.2570005e+25
       1.4512559   9.2565946e+25
       1.4512591   9.2569267e+25
       1.4512622   9.2580842e+25
       1.4512654   9.2601050e+25
       1.4512686   9.2629855e+25
       1.4512718   9.2666776e+25
       1.4512749   9.2710762e+25
       1.4512781   9.2760015e+25
       1.4512813   9.2811970e+25
       1.4512845   9.2864129e+25
       1.4512876   9.2914212e+25
       1.4512908   9.2960190e+25
       1.4512940   9.3000312e+25
       1.4512972   9.3033147e+25
       1.4513003   9.3057801e+25
       1.4513035   9.3073831e+25
       1.4513067   9.3081293e+25
       1.4513098   9.3080693e+25
       1.4513130   9.3072983e+25
       1.4513162   9.3059618e+25
       1.4513194   9.3042306e+25
       1.4513225   9.3022955e+25
       1.4513257   9.3003946e+25
       1.4513289   9.2985822e+25
       1.4513321   9.2969238e+25
       1.4513352   9.2955154e+25
       1.4513384   9.2943662e+25
       1.4513416   9.2934355e+25
       1.4513448   9.2926405e+25
       1.4513479   9.2918897e+25
       1.4513511   9.2910873e+25
       1.4513543   9.2901317e+25
       1.4513574   9.2889207e+25
       1.4513606   9.2873610e+25
       1.4513638   9.2853964e+25
       1.4513670   9.2829965e+25
       1.4513701   9.2801557e+25
       1.4513733   9.2769054e+25
       1.4513765   9.2732603e+25
       1.4513797   9.2692602e+25
       1.4513828   9.2649556e+25
       1.4513860   9.2604288e+25
       1.4513892   9.2557488e+25
       1.4513924   9.2510099e+25
       1.4513955   9.2463226e+25
       1.4513987   9.2418151e+25
       1.4514019   9.2376249e+25
       1.4514051   9.2338765e+25
       1.4514082   9.2306594e+25
       1.4514114   9.2279865e+25
       1.4514146   9.2257793e+25
       1.4514177   9.2238747e+25
       1.4514209   9.2220199e+25
       1.4514241   9.2198459e+25
       1.4514273   9.2168530e+25
       1.4514304   9.2124331e+25
       1.4514336   9.2059177e+25
       1.4514368   9.1965754e+25
       1.4514400   9.1836138e+25
       1.4514431   9.1662231e+25
       1.4514463   9.1438122e+25
       1.4514495   9.1161015e+25
       1.4514527   9.0831187e+25
       1.4514558   9.0452134e+25
       1.4514590   9.0030515e+25
       1.4514622   8.9576126e+25
       1.4514654   8.9100873e+25
       1.4514685   8.8616646e+25
       1.4514717   8.8134928e+25
       1.4514749   8.7666177e+25
       1.4514781   8.7219812e+25
       1.4514812   8.6804152e+25
       1.4514844   8.6426418e+25
       1.4514876   8.6091674e+25
       1.4514908   8.5802171e+25
       1.4514939   8.5557862e+25
       1.4514971   8.5356922e+25
       1.4515003   8.5195716e+25
       1.4515034   8.5068839e+25
       1.4515066   8.4969706e+25
       1.4515098   8.4893014e+25
       1.4515130   8.4835174e+25
       1.4515161   8.4793383e+25
       1.4515193   8.4765206e+25
       1.4515225   8.4748613e+25
       1.4515257   8.4742000e+25
       1.4515288   8.4743558e+25
       1.4515320   8.4750476e+25
       1.4515352   8.4759469e+25
       1.4515384   8.4767807e+25
       1.4515415   8.4773460e+25
       1.4515447   8.4775102e+25
       1.4515479   8.4772105e+25
       1.4515511   8.4764689e+25
       1.4515542   8.4753962e+25
       1.4515574   8.4741216e+25
       1.4515606   8.4727620e+25
       1.4515638   8.4714043e+25
       1.4515669   8.4701168e+25
       1.4515701   8.4689445e+25
       1.4515733   8.4678995e+25
       1.4515765   8.4669661e+25
       1.4515796   8.4661332e+25
       1.4515828   8.4653972e+25
       1.4515860   8.4647608e+25
       1.4515892   8.4642350e+25
       1.4515923   8.4638393e+25
       1.4515955   8.4636023e+25
       1.4515987   8.4635562e+25
       1.4516019   8.4637157e+25
       1.4516050   8.4640810e+25
       1.4516082   8.4646381e+25
       1.4516114   8.4653575e+25
       1.4516146   8.4661968e+25
       1.4516177   8.4671026e+25
       1.4516209   8.4680268e+25
       1.4516241   8.4689334e+25
       1.4516273   8.4698013e+25
       1.4516304   8.4706204e+25
       1.4516336   8.4713924e+25
       1.4516368   8.4721155e+25
       1.4516400   8.4727998e+25
       1.4516431   8.4734556e+25
       1.4516463   8.4741050e+25
       1.4516495   8.4747792e+25
       1.4516527   8.4755198e+25
       1.4516558   8.4763785e+25
       1.4516590   8.4774300e+25
       1.4516622   8.4787489e+25
       1.4516654   8.4803898e+25
       1.4516685   8.4823949e+25
       1.4516717   8.4847847e+25
       1.4516749   8.4875609e+25
       1.4516781   8.4907089e+25
       1.4516812   8.4941953e+25
       1.4516844   8.4979833e+25
       1.4516876   8.5020370e+25
       1.4516908   8.5063250e+25
       1.4516939   8.5108140e+25
       1.4516971   8.5154709e+25
       1.4517003   8.5202596e+25
       1.4517035   8.5251425e+25
       1.4517066   8.5301139e+25
       1.4517098   8.5351941e+25
       1.4517130   8.5404367e+25
       1.4517162   8.5459227e+25
       1.4517193   8.5517685e+25
       1.4517225   8.5581289e+25
       1.4517257   8.5652180e+25
       1.4517289   8.5733374e+25
       1.4517320   8.5828743e+25
       1.4517352   8.5943030e+25
       1.4517384   8.6081860e+25
       1.4517416   8.6251829e+25
       1.4517447   8.6460102e+25
       1.4517479   8.6712047e+25
       1.4517511   8.7010340e+25
       1.4517543   8.7355018e+25
       1.4517574   8.7743460e+25
       1.4517606   8.8170216e+25
       1.4517638   8.8626782e+25
       1.4517670   8.9102662e+25
       1.4517701   8.9587397e+25
       1.4517733   9.0070840e+25
       1.4517765   9.0543113e+25
       1.4517797   9.0994662e+25
       1.4517828   9.1416474e+25
       1.4517860   9.1800360e+25
       1.4517892   9.2139845e+25
       1.4517924   9.2430981e+25
       1.4517955   9.2672282e+25
       1.4517987   9.2864839e+25
       1.4518019   9.3012228e+25
       1.4518051   9.3120741e+25
       1.4518082   9.3198817e+25
       1.4518114   9.3254536e+25
       1.4518146   9.3294971e+25
       1.4518178   9.3326201e+25
       1.4518209   9.3353309e+25
       1.4518241   9.3379964e+25
       1.4518273   9.3407957e+25
       1.4518305   9.3437785e+25
       1.4518336   9.3469376e+25
       1.4518368   9.3502312e+25
       1.4518400   9.3535710e+25
       1.4518432   9.3566442e+25
       1.4518463   9.3593753e+25
       1.4518495   9.3618176e+25
       1.4518527   9.3640229e+25
       1.4518559   9.3660355e+25
       1.4518591   9.3678903e+25
       1.4518622   9.3695911e+25
       1.4518654   9.3710668e+25
       1.4518686   9.3723498e+25
       1.4518718   9.3734658e+25
       1.4518749   9.3744416e+25
       1.4518781   9.3753040e+25
       1.4518813   9.3760816e+25
       1.4518845   9.3768028e+25
       1.4518876   9.3774974e+25
       1.4518908   9.3781873e+25
       1.4518940   9.3788947e+25
       1.4518972   9.3796326e+25
       1.4519003   9.3804092e+25
       1.4519035   9.3812236e+25
       1.4519067   9.3820620e+25
       1.4519099   9.3829087e+25
       1.4519130   9.3837702e+25
       1.4519162   9.3846482e+25
       1.4519194   9.3855429e+25
       1.4519226   9.3864431e+25
       1.4519257   9.3873442e+25
       1.4519289   9.3882260e+25
       1.4519321   9.3890598e+25
       1.4519353   9.3898272e+25
       1.4519385   9.3905097e+25
       1.4519416   9.3911046e+25
       1.4519448   9.3916146e+25
       1.4519480   9.3920500e+25
       1.4519512   9.3924208e+25
       1.4519543   9.3927325e+25
       1.4519575   9.3930129e+25
       1.4519607   9.3932730e+25
       1.4519639   9.3935322e+25
       1.4519670   9.3937969e+25
       1.4519702   9.3940791e+25
       1.4519734   9.3943807e+25
       1.4519766   9.3947045e+25
       1.4519797   9.3950522e+25
       1.4519829   9.3954174e+25
       1.4519861   9.3957965e+25
       1.4519893   9.3961821e+25
       1.4519924   9.3965621e+25
       1.4519956   9.3969236e+25
       1.4519988   9.3972529e+25
       1.4520020   9.3975462e+25
       1.4520052   9.3977980e+25
       1.4520083   9.3980101e+25
       1.4520115   9.3981725e+25
       1.4520147   9.3981928e+25
       1.4520179   9.3980664e+25
       1.4520210   9.3978146e+25
       1.4520242   9.3974641e+25
       1.4520274   9.3970592e+25
       1.4520306   9.3966571e+25
       1.4520337   9.3963250e+25
       1.4520369   9.3961221e+25
       1.4520401   9.3960954e+25
       1.4520433   9.3962706e+25
       1.4520464   9.3966478e+25
       1.4520496   9.3972012e+25
       1.4520528   9.3978819e+25
       1.4520560   9.3986180e+25
       1.4520592   9.3993254e+25
       1.4520623   9.3999212e+25
       1.4520655   9.4003483e+25
       1.4520687   9.4005779e+25
       1.4520719   9.4006139e+25
       1.4520750   9.4004848e+25
       1.4520782   9.4002551e+25
       1.4520814   9.4000171e+25
       1.4520846   9.3998696e+25
       1.4520877   9.3999028e+25
       1.4520909   9.4001988e+25
       1.4520941   9.4008297e+25
       1.4520973   9.4018563e+25
       1.4521005   9.4033237e+25
       1.4521036   9.4052532e+25
       1.4521068   9.4076310e+25
       1.4521100   9.4104045e+25
       1.4521132   9.4134805e+25
       1.4521163   9.4167271e+25
       1.4521195   9.4199756e+25
       1.4521227   9.4230230e+25
       1.4521259   9.4256683e+25
       1.4521290   9.4277647e+25
       1.4521322   9.4292202e+25
       1.4521354   9.4299996e+25
       1.4521386   9.4301204e+25
       1.4521418   9.4296601e+25
       1.4521449   9.4289407e+25
       1.4521481   9.4280608e+25
       1.4521513   9.4270075e+25
       1.4521545   9.4257706e+25
       1.4521576   9.4243465e+25
       1.4521608   9.4227232e+25
       1.4521640   9.4209072e+25
       1.4521672   9.4189555e+25
       1.4521703   9.4168018e+25
       1.4521735   9.4143678e+25
       1.4521767   9.4115648e+25
       1.4521799   9.4082933e+25
       1.4521831   9.4044702e+25
       1.4521862   9.4000540e+25
       1.4521894   9.3950439e+25
       1.4521926   9.3894840e+25
       1.4521958   9.3834612e+25
       1.4521989   9.3771090e+25
       1.4522021   9.3705964e+25
       1.4522053   9.3640884e+25
       1.4522085   9.3577427e+25
       1.4522117   9.3517014e+25
       1.4522148   9.3460595e+25
       1.4522180   9.3408935e+25
       1.4522212   9.3362569e+25
       1.4522244   9.3321857e+25
       1.4522275   9.3286946e+25
       1.4522307   9.3257819e+25
       1.4522339   9.3234290e+25
       1.4522371   9.3215926e+25
       1.4522402   9.3202064e+25
       1.4522434   9.3191853e+25
       1.4522466   9.3184429e+25
       1.4522498   9.3179015e+25
       1.4522530   9.3175058e+25
       1.4522561   9.3172171e+25
       1.4522593   9.3169985e+25
       1.4522625   9.3168242e+25
       1.4522657   9.3166794e+25
