# Data adapted from Regis Courtin and smoothed to CRIRES resolution
# Regis' data had to be scaled by Planck(v,5778.0) and also manually adjusted to
# make it match mean irradiance of Fiorenza solar spectrum. 
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
      1.56387  7.64312e+25
      1.56387  7.64567e+25
      1.56387  7.64720e+25
      1.56388  7.64910e+25
      1.56388  7.64942e+25
      1.56389  7.65121e+25
      1.56389  7.65224e+25
      1.56390  7.65400e+25
      1.56390  7.65446e+25
      1.56391  7.65564e+25
      1.56391  7.65596e+25
      1.56392  7.65573e+25
      1.56392  7.65578e+25
      1.56392  7.65638e+25
      1.56393  7.65590e+25
      1.56393  7.65617e+25
      1.56394  7.65667e+25
      1.56394  7.65705e+25
      1.56395  7.65769e+25
      1.56395  7.65811e+25
      1.56396  7.65752e+25
      1.56396  7.65833e+25
      1.56397  7.65850e+25
      1.56397  7.65820e+25
      1.56398  7.65645e+25
      1.56398  7.65640e+25
      1.56399  7.65621e+25
      1.56399  7.65616e+25
      1.56400  7.65619e+25
      1.56400  7.65585e+25
      1.56401  7.65443e+25
      1.56401  7.65351e+25
      1.56401  7.64956e+25
      1.56402  7.64601e+25
      1.56402  7.64300e+25
      1.56403  7.64060e+25
      1.56403  7.64182e+25
      1.56404  7.64361e+25
      1.56404  7.64439e+25
      1.56405  7.64290e+25
      1.56405  7.63865e+25
      1.56405  7.63192e+25
      1.56406  7.62259e+25
      1.56406  7.61218e+25
      1.56407  7.60068e+25
      1.56407  7.58807e+25
      1.56408  7.57841e+25
      1.56408  7.57327e+25
      1.56409  7.57684e+25
      1.56409  7.58820e+25
      1.56410  7.60266e+25
      1.56410  7.61529e+25
      1.56411  7.62514e+25
      1.56411  7.63112e+25
      1.56412  7.63588e+25
      1.56412  7.63817e+25
      1.56413  7.63856e+25
      1.56413  7.63656e+25
      1.56413  7.63478e+25
      1.56414  7.63188e+25
      1.56414  7.62846e+25
      1.56415  7.62574e+25
      1.56415  7.62277e+25
      1.56416  7.61940e+25
      1.56416  7.61249e+25
      1.56417  7.60486e+25
      1.56417  7.59813e+25
      1.56418  7.59397e+25
      1.56418  7.59616e+25
      1.56418  7.60296e+25
      1.56419  7.61306e+25
      1.56419  7.62208e+25
      1.56420  7.62849e+25
      1.56420  7.63108e+25
      1.56421  7.63172e+25
      1.56421  7.63023e+25
      1.56422  7.62783e+25
      1.56422  7.62367e+25
      1.56423  7.61770e+25
      1.56423  7.61092e+25
      1.56424  7.60264e+25
      1.56424  7.59003e+25
      1.56425  7.57406e+25
      1.56425  7.55682e+25
      1.56425  7.53872e+25
      1.56426  7.52264e+25
      1.56426  7.50989e+25
      1.56427  7.50392e+25
      1.56427  7.50451e+25
      1.56428  7.50933e+25
      1.56428  7.51723e+25
      1.56429  7.52534e+25
      1.56429  7.52945e+25
      1.56430  7.52861e+25
      1.56430  7.52484e+25
      1.56431  7.51743e+25
      1.56431  7.50901e+25
      1.56432  7.50390e+25
      1.56432  7.50482e+25
      1.56432  7.51246e+25
      1.56433  7.52401e+25
      1.56433  7.53356e+25
      1.56434  7.53814e+25
      1.56434  7.53679e+25
      1.56435  7.52707e+25
      1.56435  7.51012e+25
      1.56436  7.48686e+25
      1.56436  7.46182e+25
      1.56437  7.44037e+25
      1.56437  7.43017e+25
      1.56437  7.43399e+25
      1.56438  7.45261e+25
      1.56438  7.47787e+25
      1.56439  7.50392e+25
      1.56439  7.52781e+25
      1.56440  7.54751e+25
      1.56440  7.56468e+25
      1.56441  7.57993e+25
      1.56441  7.59375e+25
      1.56442  7.60442e+25
      1.56442  7.61195e+25
      1.56443  7.61833e+25
      1.56443  7.62305e+25
      1.56444  7.62665e+25
      1.56444  7.63126e+25
      1.56445  7.63590e+25
      1.56445  7.64022e+25
      1.56445  7.64341e+25
      1.56446  7.64484e+25
      1.56446  7.64689e+25
      1.56447  7.64724e+25
      1.56447  7.64719e+25
      1.56448  7.64588e+25
      1.56448  7.64489e+25
      1.56449  7.64141e+25
      1.56449  7.63960e+25
      1.56449  7.63636e+25
      1.56450  7.63317e+25
      1.56450  7.62890e+25
      1.56451  7.62622e+25
      1.56451  7.62707e+25
      1.56452  7.62981e+25
      1.56452  7.63506e+25
      1.56453  7.64054e+25
      1.56453  7.64443e+25
      1.56454  7.64693e+25
      1.56454  7.64760e+25
      1.56455  7.64896e+25
      1.56455  7.64862e+25
      1.56456  7.65009e+25
      1.56456  7.65055e+25
      1.56457  7.65097e+25
      1.56457  7.65107e+25
      1.56458  7.65134e+25
      1.56458  7.65267e+25
      1.56458  7.65358e+25
      1.56459  7.65368e+25
      1.56459  7.65381e+25
      1.56460  7.65365e+25
      1.56460  7.65498e+25
      1.56461  7.65479e+25
      1.56461  7.65553e+25
      1.56462  7.65581e+25
      1.56462  7.65558e+25
      1.56463  7.65467e+25
      1.56463  7.65497e+25
      1.56463  7.65376e+25
      1.56464  7.65213e+25
      1.56464  7.65096e+25
      1.56465  7.65081e+25
      1.56465  7.64910e+25
      1.56466  7.64837e+25
      1.56466  7.64806e+25
      1.56467  7.64834e+25
      1.56467  7.64868e+25
